epoch,train_loss,train_acc,val_loss,val_acc,lr
1,4.3496410506248475,3.83,3.9367551990509035,8.38,0.01
2,3.9565467286109923,8.5325,3.6288221393585207,14.06,0.01
3,3.7336848044395445,12.155,3.404998701095581,17.61,0.01
4,3.560973195266724,15.5525,3.19084108505249,22.11,0.01
5,3.435736508369446,17.5375,3.0681309829711916,24.55,0.01
6,3.3275692476272583,19.57,2.9648811864852904,26.09,0.01
7,3.241571222782135,21.0125,2.858253778076172,28.89,0.01
8,3.1757179552078245,22.1925,2.7531368061065673,30.72,0.01
9,3.1062200599193575,23.7525,2.698539998435974,31.45,0.01
10,3.0480255168437957,24.895,2.6271414245605467,33.59,0.01
11,2.9067415935516356,27.0725,2.5067383785247803,36.47,0.005
12,2.854776088428497,28.4325,2.4685533277511595,36.82,0.005
13,2.8178318250656127,29.08,2.4194631175994874,37.75,0.005
14,2.7895054391384124,29.6,2.409505199432373,37.61,0.005
15,2.758980720329285,30.1275,2.3622903245925904,38.87,0.005
16,2.7250749009132385,30.7725,2.317496120452881,39.91,0.005
17,2.69642086186409,31.475,2.3074570968627928,40.5,0.005
18,2.679777144479752,31.9925,2.257287207984924,40.88,0.005
19,2.6394093074321745,32.4475,2.2430663856506348,41.59,0.005
20,2.6261307265281677,32.85,2.2385469072341917,41.45,0.005
21,2.551584728908539,34.6825,2.1801623794555662,43.15,0.0025
22,2.529368045425415,34.765,2.1358781854629516,43.86,0.0025
23,2.5134210469722746,35.1625,2.1275492837905885,44.4,0.0025
24,2.49763130607605,35.445,2.113931222343445,44.07,0.0025
25,2.479068719148636,35.7625,2.0986187963485716,44.49,0.0025
26,2.468148013877869,35.9675,2.094473994064331,44.69,0.0025
27,2.4566896243572236,36.505,2.0672458560943605,45.49,0.0025
28,2.4468924234867098,36.6225,2.0694544758796694,45.23,0.0025
29,2.4387810210704806,36.715,2.0657029631614683,45.62,0.0025
30,2.423263988304138,37.115,2.0538668645858764,45.99,0.0025
31,2.3796792121887207,38.0,2.0187235883712766,46.61,0.00125
32,2.378497737503052,38.005,2.013670011520386,46.44,0.00125
33,2.3721791219711306,38.06,2.000647770023346,46.98,0.00125
34,2.36165335855484,38.535,1.9988292424201966,47.01,0.00125
35,2.3552161951065065,38.4075,1.9902181563377381,47.05,0.00125
36,2.343534185385704,38.7775,1.9858105650901794,47.44,0.00125
37,2.3305990748405456,38.6575,1.9781015608787538,47.36,0.00125
38,2.3343438398361207,38.9675,1.9696638391494752,47.61,0.00125
39,2.3207572328090667,39.35,1.9723220903396605,47.51,0.00125
40,2.325250469493866,38.8175,1.968670746231079,47.64,0.00125
41,2.305438424921036,39.395,1.9428338841438293,48.19,0.000625
42,2.3097321519851683,39.335,1.9398898031234741,47.98,0.000625
43,2.294875118589401,39.7825,1.9420222040176391,47.91,0.000625
44,2.298715473127365,39.755,1.9373245797157288,48.24,0.000625
45,2.289630087661743,39.77,1.9294476765632629,48.56,0.000625
46,2.2772024643898012,39.945,1.9392401736259461,48.2,0.000625
47,2.289046031737328,39.7075,1.9302728719711304,48.41,0.000625
48,2.279869139146805,39.925,1.923442219352722,48.61,0.000625
49,2.275942815923691,40.015,1.9209801315307617,48.54,0.000625
50,2.2734874995231626,40.32,1.917858130645752,48.8,0.000625
